movie_id,title,release_date,genres,overview
537,Pocahontas (1995),1/1/1991,Drama,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters (River Phoenix) is a gay hustler afflicted with narcolepsy. Scott Favor (Keanu Reeves) is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant."
538,"Misérables, Les (1995)",1/1/1997,Animation|Children's|Musical,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters."
539,Things to Do in Denver when You're Dead (1995),1/1/1997,Children's|Comedy,
540,Vampire in Brooklyn (1995),1/1/1995,Action,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him."
541,Broken Arrow (1996),1/1/1995,Action|Adventure,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time."
542,"Young Poisoner's Handbook, The (1995)",1/1/1995,Animation|Children's|Musical|Romance,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith."
543,"NeverEnding Story III, The (1994)",1/1/1995,Drama|Musical,
544,Rob Roy (1995),2/2/1996,Crime|Drama|Romance,
545,Die Hard: With a Vengeance (1995),1/1/1995,Comedy|Romance,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell."
546,Lord of Illusions (1995),9/2/1996,Action|Thriller,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box."
547,Species (1995),23/2/1996,Crime,
548,"Walk in the Clouds, A (1995)",2/2/1996,Children's|Fantasy,
549,Waterworld (1995),1/1/1995,Drama|Romance|War,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour."
550,White Man's Burden (1995),1/1/1995,Action|Thriller,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration."
551,Wild Bill (1995),1/1/1995,Horror,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier."
552,Farinelli: il castrato (1994),1/1/1995,Sci-Fi,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye."
553,Heavenly Creatures (1994),1/1/1995,Drama|Romance,
554,Interview with the Vampire (1994),1/1/1995,Action|Adventure,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back."
555,"Kid in King Arthur's Court, A (1995)",1/1/1995,Drama,"The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, loving husband and father of two children. While delivering a package for black CEO Thaddeus Thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. Desperate Pinnock takes a gun and kidnaps Thomas, demanding justice."
556,Mary Shelley's Frankenstein (1994),1/1/1995,Western,Biopic about famous gunslinger Wild Bill Hickock. The early career of legendary lawman is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.
557,"Quick and the Dead, The (1995)",1/1/1994,Drama|Musical,
558,Stephen King's The Langoliers (1995),1/1/1994,Drama|Fantasy|Thriller,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship."
559,Tales from the Hood (1995),1/1/1994,Drama|Horror,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter."
560,Village of the Damned (1995),1/1/1995,Adventure|Children's|Comedy|Fantasy|Romance|Sci-Fi,
561,Clear and Present Danger (1994),1/1/1994,Drama|Horror,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions."
562,Wes Craven's New Nightmare (1994),1/1/1995,Action|Adventure|Western,
563,Speed (1994),1/1/1995,Horror,
564,Wolf (1994),1/1/1995,Comedy|Horror,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.
565,Wyatt Earp (1994),1/1/1995,Horror|Thriller,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane."
566,Another Stakeout (1993),1/1/1994,Action|Adventure|Thriller,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
567,Blown Away (1994),1/1/1994,Horror,
568,Body Snatchers (1993),1/1/1994,Action|Romance|Thriller,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end."
569,Boxing Helena (1993),1/1/1994,Drama|Horror,Publisher Will Randall becomes a werewolf and has to fight to keep his job.
570,City Slickers II: The Legend of Curly's Gold (1994),1/1/1994,Western,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's."
571,Cliffhanger (1993),1/1/1993,Comedy|Thriller,"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill."
572,Coneheads (1993),1/1/1994,Action|Thriller,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.
573,Demolition Man (1993),1/1/1993,Horror|Sci-Fi|Thriller,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens."
